Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Invalid Quantity String Input/Page_JPetStore Demo/a_Confirm""))",Chrome 128.0.0.0,,,14-09-2024 09:17:50,14-09-2024 09:17:51,0.630s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Booking Successfully/Page_JPetStore Demo/td_1""), 2)",Chrome 128.0.0.0,,,14-09-2024 09:17:51,14-09-2024 09:17:51,0.255s,PASSED
"checkoutQuantityText = getText(findTestObject(""Object Repository/Booking Successfully/Page_JPetStore Demo/td_1""))",Chrome 128.0.0.0,,,14-09-2024 09:17:51,14-09-2024 09:17:51,0.241s,PASSED
checkoutQuantity = Integer.parseInt(checkoutQuantityText.trim()),Chrome 128.0.0.0,,,14-09-2024 09:17:51,14-09-2024 09:17:51,0.000s,PASSED
"if (checkoutQuantityText.equals(""2"") || checkoutQuantityText.equalsIgnoreCase(""two""))",Chrome 128.0.0.0,,,14-09-2024 09:17:51,14-09-2024 09:17:51,0.000s,PASSED
else,Chrome 128.0.0.0,,,14-09-2024 09:17:51,14-09-2024 09:17:51,0.003s,FAILED
closeBrowser(),Chrome 128.0.0.0,,,14-09-2024 09:17:51,14-09-2024 09:17:51,0.184s,PASSED
,,,,,,,
Test Cases/Booking/Submit an Order Unsuccessfully,Chrome 128.0.0.0,,,14-09-2024 09:17:51,14-09-2024 09:18:01,9.318s,PASSED
"openBrowser("""")",Chrome 128.0.0.0,,,14-09-2024 09:17:51,14-09-2024 09:17:52,0.780s,PASSED
"navigateToUrl(""https://petstore.octoperf.com/actions/Catalog.action"")",Chrome 128.0.0.0,,,14-09-2024 09:17:52,14-09-2024 09:17:56,4.069s,PASSED
"click(findTestObject(""Object Repository/Booking Unsuccessfully/Page_JPetStore Demo/img""))",Chrome 128.0.0.0,,,14-09-2024 09:17:56,14-09-2024 09:17:57,0.675s,PASSED
"click(findTestObject(""Object Repository/Booking Unsuccessfully/Page_JPetStore Demo/a_K9-PO-02""))",Chrome 128.0.0.0,,,14-09-2024 09:17:57,14-09-2024 09:17:58,0.635s,PASSED
"click(findTestObject(""Object Repository/Booking Unsuccessfully/Page_JPetStore Demo/a_Add to Cart""))",Chrome 128.0.0.0,,,14-09-2024 09:17:58,14-09-2024 09:17:58,0.640s,PASSED
"setText(findTestObject(""Object Repository/Booking Unsuccessfully/Page_JPetStore Demo/input_true_EST-8""), ""2"")",Chrome 128.0.0.0,,,14-09-2024 09:17:58,14-09-2024 09:17:59,0.539s,PASSED
"click(findTestObject(""Object Repository/Booking Unsuccessfully/Page_JPetStore Demo/input_Sub Total 18.50_updateCartQuantities""))",Chrome 128.0.0.0,,,14-09-2024 09:17:59,14-09-2024 09:17:59,0.598s,PASSED
"click(findTestObject(""Object Repository/Booking Unsuccessfully/Page_JPetStore Demo/a_Proceed to Checkout""))",Chrome 128.0.0.0,,,14-09-2024 09:17:59,14-09-2024 09:18:00,0.669s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Booking Unsuccessfully/Page_JPetStore Demo/li_You must sign on before attempting to check out.  Please sign on and try checking out again""), 10)",Chrome 128.0.0.0,,,14-09-2024 09:18:00,14-09-2024 09:18:00,0.271s,PASSED
"loginRequiredText = getText(findTestObject(""Object Repository/Booking Unsuccessfully/Page_JPetStore Demo/li_You must sign on before attempting to check out.  Please sign on and try checking out again""))",Chrome 128.0.0.0,,,14-09-2024 09:18:00,14-09-2024 09:18:00,0.241s,PASSED
"if (loginRequiredText == ""You must sign on before attempting to check out.  Please sign on and try checking out again"")",Chrome 128.0.0.0,,,14-09-2024 09:18:00,14-09-2024 09:18:00,0.000s,PASSED
else,Chrome 128.0.0.0,,,14-09-2024 09:18:00,14-09-2024 09:18:01,0.008s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,14-09-2024 09:18:01,14-09-2024 09:18:01,0.131s,PASSED
